origem,usuario,mensagem,data
NPS,bruno.souza,As telas estao com lentidao em horario comercial.,2025-11-27 19:01:40
BOT,isabela.elias,O fluxo de cadastro esta muito melhor.,2025-11-28 19:10:29
NPS,leonardo.silva,O atendente nao entendeu o problema e encerrou o ticket.,2025-11-28 21:27:41
NPS,laura.araujo,"As dicas na tela ajudam bastante, parabens.",2025-11-29 10:03:21
CSAT,fernanda.elias,A tela nao e intuitiva e acaba atrapalhando.,2025-11-29 11:51:49
BOT,vitor.pereira,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-11-29 15:59:24
NPS,leonardo.ferreira,O botao de salvar nao responde na tela de cadastro. Preciso de retorno urgente.,2025-11-29 18:05:47
BuzzMonitor,isabela.mendes,Depois do patch nao ocorre mais duplicacao na importacao.,2025-11-29 21:20:56
BOT,juliana.souza,O onboarding foi confuso e faltou treinamento.,2025-11-29 21:21:57
NPS,bruno.souza,A integracao com o ERP nao esta sincronizando. Preciso de retorno urgente. Ticket 22776.,2025-11-30 04:07:01
CSAT,beatriz.ribeiro,Vocês tiveram alguma manutencao programada hoje?,2025-11-30 04:24:49
BuzzMonitor,mario.lima,Ficou travando e desconectando toda hora.,2025-11-30 04:46:10
BOT,rafael.teixeira,Nao consigo atualizar meus dados de pagamento no sistema.,2025-11-30 12:13:29
BuzzMonitor,beatriz.souza,A correcao do filtro resolveu meu problema. Preciso de retorno urgente. Ticket 34670.,2025-11-30 14:34:20
CSAT,beatriz.araujo,Ficou travando e desconectando toda hora. Preciso de retorno urgente.,2025-11-30 21:03:11
BuzzMonitor,beatriz.ferreira,Ficou travando e desconectando toda hora.,2025-12-01 01:05:29
BuzzMonitor,juliana.elias,Sinto falta de um relatorio mais completo.,2025-12-01 02:31:32
NPS,thiago.martins,A exportacao para contabilidade funcionou de primeira. Preciso de retorno urgente.,2025-12-01 03:07:04
CSAT,thiago.araujo,A experiencia poderia ser melhor em dispositivos moveis.,2025-12-01 05:14:23
NPS,laura.martins,"As dicas na tela ajudam bastante, parabens.",2025-12-01 07:09:32
BOT,leonardo.dias,O tempo de resposta da API aumentou bastante. Preciso de retorno urgente.,2025-12-01 17:49:57
BOT,mariana.dias,Resposta rapida e com orientacao completa. Preciso de retorno urgente.,2025-12-01 20:23:03
CSAT,carla.teixeira,Posso enviar logs para ajudar a investigar?,2025-12-02 00:21:19
NPS,beatriz.gomes,A ferramenta esta ajudando muito nosso dia a dia.,2025-12-02 04:31:39
NPS,beatriz.almeida,Muitos cliques para fazer uma tarefa simples. Preciso de retorno urgente.,2025-12-02 07:10:40
CSAT,joao.oliveira,Acho que a comunicacao de mudancas poderia melhorar.,2025-12-02 07:49:40
BuzzMonitor,leonardo.almeida,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-12-02 09:52:22
NPS,carla.elias,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-12-02 10:26:12
CSAT,camila.mendes,Os webhooks estao super estaveis agora.,2025-12-02 13:32:11
BOT,juliana.barbosa,"O sistema esta fora do ar desde cedo, precisamos de retorno. Ticket 60351.",2025-12-02 14:35:27
BuzzMonitor,bruno.araujo,Quando tento exportar CSV ele vem vazio. Preciso de retorno urgente.,2025-12-02 15:18:40
BOT,juliana.carvalho,"Adorei as novas funcionalidades, muito util.",2025-12-03 01:05:30
CSAT,diego.oliveira,O atendimento foi rude e nao ajudou.,2025-12-03 11:22:17
BOT,vitor.martins,A experiencia poderia ser melhor em dispositivos moveis. Preciso de retorno urgente. Ticket 85937.,2025-12-03 16:27:27
CSAT,mario.oliveira,"O processo de pagamento ficou mais simples, ajudou muito.",2025-12-04 02:10:40
CSAT,mario.teixeira,A exportacao para contabilidade funcionou de primeira.,2025-12-04 14:27:58
NPS,isabela.pereira,"A equipe acompanhou a implantacao, foi tranquilo.",2025-12-04 15:33:45
BuzzMonitor,mariana.oliveira,A experiencia de uso evoluiu muito.,2025-12-04 17:16:30
CSAT,ana.correa,"Produto excelente, atende bem nossas necessidades.",2025-12-04 23:22:16
BuzzMonitor,camila.oliveira,Sinto falta de um relatorio mais completo.,2025-12-05 01:26:00
CSAT,carla.barbosa,"Nao carrega a tela inicial, fica em loading infinito.",2025-12-05 05:41:01
BOT,leonardo.souza,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-12-05 14:01:29
NPS,rafael.araujo,A tela nao e intuitiva e acaba atrapalhando.,2025-12-05 15:21:35
CSAT,leonardo.silva,Parece que um usuario acessou dados que nao deveria. Preciso de retorno urgente. Ticket 76088.,2025-12-06 01:42:13
NPS,leonardo.dias,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-12-06 05:05:23
BuzzMonitor,vitor.rocha,"Gostei do controle de permissoes, bem completo.",2025-12-06 06:35:57
CSAT,rafael.martins,Consigo abrir um chamado para esse comportamento? Preciso de retorno urgente.,2025-12-06 08:10:53
NPS,camila.lima,O cancelamento foi cobrado mesmo depois de eu solicitar. Preciso de retorno urgente.,2025-12-06 11:21:37
CSAT,laura.barbosa,Consigo abrir um chamado para esse comportamento?,2025-12-06 21:47:09
NPS,mariana.rocha,A busca demora demais e trava o navegador.,2025-12-07 03:38:37
CSAT,rafael.silva,Os webhooks estao super estaveis agora. Preciso de retorno urgente.,2025-12-07 07:10:13
CSAT,mario.dias,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-12-07 10:27:28
BuzzMonitor,carla.almeida,Tem trilha de treinamento para novos usuarios?,2025-12-07 22:33:39
CSAT,gustavo.lima,"Muito bom ter 2FA, aumentou a seguranca. Preciso de retorno urgente.",2025-12-08 01:11:58
BuzzMonitor,mario.rocha,O botao de salvar nao responde na tela de cadastro.,2025-12-08 03:59:07
NPS,juliana.barbosa,Tem SSO com Azure AD?,2025-12-08 11:54:53
CSAT,bruno.araujo,"Gostei do novo painel financeiro, bem mais claro.",2025-12-08 15:31:39
NPS,camila.teixeira,Muitos cliques para fazer uma tarefa simples.,2025-12-08 21:17:16
CSAT,mariana.barbosa,"Produto excelente, atende bem nossas necessidades.",2025-12-09 02:05:07
CSAT,vitor.nascimento,As mensagens de erro não explicam o que fazer.,2025-12-09 02:32:17
NPS,mario.teixeira,"Adorei as novas funcionalidades, muito util.",2025-12-09 03:23:46
BuzzMonitor,camila.nascimento,Tem alguma previsao para corrigir a exportacao?,2025-12-09 07:23:40
NPS,gustavo.ribeiro,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-12-09 15:59:59
NPS,lucas.mendes,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-12-09 16:24:12
NPS,patricia.lima,Qual politica de retencao de logs? Ticket 28931.,2025-12-09 19:34:32
CSAT,beatriz.pereira,Qual o tempo medio de resposta esperado?,2025-12-09 20:24:13
CSAT,bruno.oliveira,A API esta bem mais rapida nessa versao.,2025-12-09 21:44:04
CSAT,mariana.teixeira,O botao de salvar nao responde na tela de cadastro.,2025-12-10 00:08:47
BuzzMonitor,fernanda.carvalho,O menu mudou e agora ficou pior de usar.,2025-12-10 03:35:20
CSAT,isabela.almeida,Tem alguma previsao para corrigir a exportacao? Preciso de retorno urgente. Ticket 29416.,2025-12-10 03:46:19
CSAT,carla.elias,A experiencia de uso evoluiu muito.,2025-12-10 07:21:01
CSAT,lucas.souza,Os webhooks estao super estaveis agora.,2025-12-10 10:39:34
NPS,mario.silva,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-12-10 12:30:23
BuzzMonitor,rafael.almeida,Tenho uma sugestao de melhoria para o produto.,2025-12-10 12:37:19
BOT,gustavo.araujo,Qual versao contem a correcao do problema? Preciso de retorno urgente.,2025-12-10 13:20:49
CSAT,vitor.oliveira,Como gero um token de API?,2025-12-10 16:47:38
NPS,vitor.mendes,Tem trilha de treinamento para novos usuarios?,2025-12-10 18:41:53
NPS,laura.rocha,"A navegacao esta confusa, nao acho as configuracoes.",2025-12-10 20:38:51
CSAT,gustavo.teixeira,Ficou travando e desconectando toda hora. Preciso de retorno urgente.,2025-12-10 21:00:30
BuzzMonitor,juliana.rocha,"A sincronizacao ficou consistente, obrigado.",2025-12-11 11:14:06
CSAT,juliana.rocha,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-12-11 11:52:22
BOT,juliana.araujo,A API esta retornando 401 mesmo com token valido.,2025-12-11 13:02:30
CSAT,isabela.lima,A experiencia poderia ser melhor em dispositivos moveis.,2025-12-11 17:33:07
CSAT,gustavo.gomes,O reset de senha falha e nao chega email.,2025-12-11 17:43:46
NPS,ana.carvalho,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-12-11 20:31:04
BOT,mariana.martins,"As dicas na tela ajudam bastante, parabens. Preciso de retorno urgente.",2025-12-13 04:11:35
NPS,carla.elias,Fui transferido varias vezes e nao resolveram.,2025-12-13 11:42:58
NPS,isabela.mendes,Os tutoriais nao cobrem o que eu preciso.,2025-12-14 03:26:05
CSAT,thiago.correa,"A sincronizacao ficou consistente, obrigado.",2025-12-14 04:33:10
NPS,beatriz.ferreira,O bloqueio por IP facilitou nossa politica interna. Preciso de retorno urgente.,2025-12-14 06:07:31
NPS,thiago.souza,Estou recebendo erro 500 ao tentar salvar.,2025-12-14 07:25:37
CSAT,ana.gomes,"Gostei do controle de permissoes, bem completo.",2025-12-14 14:29:32
BuzzMonitor,carla.martins,A tela nao e intuitiva e acaba atrapalhando.,2025-12-14 14:59:41
BuzzMonitor,mario.nascimento,"A performance melhorou muito, ta voando.",2025-12-14 16:30:15
CSAT,patricia.souza,A documentacao esta desatualizada. Preciso de retorno urgente.,2025-12-14 19:28:16
NPS,carla.barbosa,"O time de CS acompanhou ate a solucao, show.",2025-12-14 20:32:13
BuzzMonitor,bruno.souza,Tem atalho para acessar relatorios mais rapido?,2025-12-15 04:15:19
NPS,carla.araujo,A experiencia de uso evoluiu muito.,2025-12-15 04:38:25
NPS,diego.araujo,A integracao gera erro ao sincronizar e para no meio.,2025-12-15 04:49:32
NPS,juliana.souza,A integracao com o gateway de pagamento caiu. Preciso de retorno urgente.,2025-12-15 11:43:58
BOT,thiago.elias,Existe cache para relatorios? Ticket 78835.,2025-12-15 15:04:20
BuzzMonitor,diego.araujo,"A performance melhorou muito, ta voando.",2025-12-16 02:15:21
NPS,thiago.rocha,"Gostei do novo painel financeiro, bem mais claro.",2025-12-16 02:26:05
NPS,isabela.martins,Quero entender como funciona o calculo de impostos.,2025-12-16 09:29:57
BuzzMonitor,mariana.gomes,Quero entender como funciona o calculo de impostos.,2025-12-16 10:19:53
BOT,carla.carvalho,O suporte demorou muito para responder meu chamado.,2025-12-16 14:45:26
CSAT,ana.araujo,"Produto excelente, atende bem nossas necessidades.",2025-12-16 15:11:01
CSAT,mariana.carvalho,A disponibilidade melhorou bastante essa semana.,2025-12-16 16:50:58
BuzzMonitor,lucas.almeida,"A fatura veio com reajuste sem aviso, podem verificar? Preciso de retorno urgente.",2025-12-16 21:54:29
BuzzMonitor,laura.pereira,O filtro nao funciona e retorna resultados errados.,2025-12-17 13:21:48
BOT,camila.ribeiro,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-12-17 15:27:25
BuzzMonitor,rafael.elias,O onboarding foi confuso e faltou treinamento.,2025-12-17 15:57:48
BuzzMonitor,vitor.ferreira,"A performance melhorou muito, ta voando. Preciso de retorno urgente.",2025-12-17 18:57:22
BuzzMonitor,bruno.almeida,Quero falar com um especialista em integracoes.,2025-12-17 23:24:50
BOT,gustavo.teixeira,A integracao suporta ambientes de teste? Preciso de retorno urgente.,2025-12-18 01:13:29
BuzzMonitor,beatriz.barbosa,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-12-18 01:39:05
CSAT,mario.silva,Qual o limite de requisicoes por minuto na API?,2025-12-18 05:34:47
NPS,vitor.elias,"O time de CS acompanhou ate a solucao, show.",2025-12-18 13:08:45
CSAT,isabela.ribeiro,Nao consegui importar meus dados iniciais. Preciso de retorno urgente. Ticket 18834.,2025-12-18 15:07:34
NPS,rafael.gomes,Os logs de auditoria ajudaram bastante. Ticket 51755.,2025-12-18 18:49:23
CSAT,camila.pereira,"O time de CS acompanhou ate a solucao, show.",2025-12-18 19:26:21
CSAT,thiago.ribeiro,Sinto falta de um relatorio mais completo.,2025-12-19 04:24:21
NPS,laura.ferreira,Importacao muito mais eficiente agora.,2025-12-19 04:29:55
CSAT,mario.gomes,"As dicas na tela ajudam bastante, parabens.",2025-12-19 10:35:12
CSAT,carla.lima,O suporte demorou muito para responder meu chamado.,2025-12-19 15:25:01
BuzzMonitor,joao.ribeiro,Como gero um token de API? Preciso de retorno urgente.,2025-12-20 03:39:21
CSAT,vitor.ribeiro,Qual o SLA de atendimento para meu plano?,2025-12-20 09:23:23
CSAT,bruno.oliveira,A autenticacao em dois fatores nao funciona.,2025-12-20 23:43:40
NPS,camila.barbosa,Vocês tem exemplo de payload para webhooks?,2025-12-21 00:42:54
NPS,camila.oliveira,"A busca ficou instantanea, parabens. Ticket 29669.",2025-12-21 03:16:09
BuzzMonitor,diego.barbosa,Posso enviar logs para ajudar a investigar?,2025-12-21 05:25:52
CSAT,rafael.gomes,Nao consegui importar meus dados iniciais.,2025-12-21 08:01:17
BOT,patricia.barbosa,O menu mudou e agora ficou pior de usar.,2025-12-21 09:39:35
NPS,beatriz.almeida,"Relatorios agora carregam rapido, excelente.",2025-12-21 10:16:45
BuzzMonitor,beatriz.gomes,Onde vejo o log de auditoria? Ticket 36489.,2025-12-21 17:04:29
CSAT,diego.rocha,A tela nao e intuitiva e acaba atrapalhando.,2025-12-21 17:06:27
BuzzMonitor,juliana.ferreira,Os dados do CRM estao vindo incompletos na integracao.,2025-12-21 20:48:40
CSAT,camila.teixeira,Gostaria de entender o roadmap de funcionalidades.,2025-12-22 02:50:14
CSAT,joao.lima,A experiencia poderia ser melhor em dispositivos moveis.,2025-12-22 09:40:02
CSAT,diego.barbosa,O botao de salvar nao responde na tela de cadastro.,2025-12-22 13:00:55
CSAT,isabela.nascimento,"A performance melhorou muito, ta voando.",2025-12-22 18:58:06
NPS,vitor.silva,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-12-22 20:30:03
BOT,diego.carvalho,A busca demora demais e trava o navegador.,2025-12-23 00:14:15
BOT,mariana.barbosa,O botao de salvar nao responde na tela de cadastro.,2025-12-23 02:07:18
BuzzMonitor,rafael.araujo,O reset de senha falha e nao chega email.,2025-12-23 04:20:40
CSAT,lucas.ribeiro,O onboarding foi excelente e bem guiado.,2025-12-23 05:20:25
BOT,vitor.nascimento,No geral estou bem satisfeito com a plataforma.,2025-12-23 06:42:25
BuzzMonitor,juliana.rocha,Existe controle de permissao por modulo?,2025-12-23 12:34:01
CSAT,thiago.elias,"A busca ficou instantanea, parabens. Preciso de retorno urgente. Ticket 79922.",2025-12-23 12:42:05
BuzzMonitor,leonardo.silva,"Nao carrega a tela inicial, fica em loading infinito.",2025-12-23 12:46:18
NPS,gustavo.rocha,A conciliacao bancaria ficou bem melhor nessa versao.,2025-12-23 14:16:35
CSAT,isabela.rocha,"Obrigada por resolverem a instabilidade, melhorou muito. Preciso de retorno urgente.",2025-12-23 14:48:07
BuzzMonitor,mariana.barbosa,"A importacao esta levando horas, ficou impraticavel. Preciso de retorno urgente.",2025-12-23 20:43:48
CSAT,laura.rocha,Fiquei perdido na configuracao inicial.,2025-12-23 23:12:05
BuzzMonitor,juliana.mendes,"A equipe acompanhou a implantacao, foi tranquilo.",2025-12-24 01:40:34
NPS,vitor.souza,"A importacao esta levando horas, ficou impraticavel.",2025-12-24 10:40:36
BuzzMonitor,diego.dias,Qual versao contem a correcao do problema?,2025-12-24 11:52:37
CSAT,joao.elias,Vocês tem exemplo de payload para webhooks? Ticket 81260.,2025-12-24 12:33:41
BuzzMonitor,camila.dias,"Evoluiram muito no ultimo trimestre, parabens.",2025-12-24 17:59:06
NPS,isabela.elias,"A equipe acompanhou a implantacao, foi tranquilo. Preciso de retorno urgente.",2025-12-24 21:21:08
BOT,isabela.araujo,Qual versao contem a correcao do problema?,2025-12-25 03:46:13
CSAT,beatriz.mendes,O atendimento foi rude e nao ajudou.,2025-12-25 04:23:07
BOT,mariana.martins,"Muito bom ter 2FA, aumentou a seguranca. Preciso de retorno urgente.",2025-12-25 04:33:38
BuzzMonitor,gustavo.teixeira,"A performance melhorou muito, ta voando. Preciso de retorno urgente.",2025-12-25 06:14:13
CSAT,fernanda.mendes,A plataforma caiu agora e não consigo acessar.,2025-12-25 07:03:44
BuzzMonitor,rafael.ribeiro,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-12-25 08:31:28
CSAT,isabela.teixeira,Ficou travando e desconectando toda hora.,2025-12-25 14:48:09
CSAT,gustavo.araujo,O atendente nao entendeu o problema e encerrou o ticket.,2025-12-25 18:33:05
BOT,joao.lima,O tempo de resposta da API aumentou bastante.,2025-12-25 21:44:31
BOT,carla.mendes,Qual politica de retencao de logs?,2025-12-26 07:53:26
BOT,laura.ribeiro,O tempo de resposta da API aumentou bastante.,2025-12-26 12:18:26
BuzzMonitor,diego.silva,O sistema duplica registros ao importar.,2025-12-26 17:09:17
CSAT,diego.araujo,Resposta rapida e com orientacao completa.,2025-12-26 20:20:06
CSAT,mario.ferreira,A nova interface ficou bem mais intuitiva.,2025-12-27 08:03:13
CSAT,beatriz.barbosa,No geral estou bem satisfeito com a plataforma. Preciso de retorno urgente.,2025-12-27 17:14:06
NPS,juliana.martins,A experiencia de uso evoluiu muito.,2025-12-27 18:48:36
BuzzMonitor,laura.mendes,A conciliacao bancaria ficou bem melhor nessa versao. Preciso de retorno urgente.,2025-12-28 00:00:25
CSAT,joao.ribeiro,Estou recebendo erro 500 ao tentar salvar.,2025-12-28 00:23:51
BuzzMonitor,camila.elias,O suporte demorou muito para responder meu chamado.,2025-12-28 05:24:01
NPS,patricia.rocha,Recebi alerta de login suspeito e nao consegui bloquear.,2025-12-28 07:16:32
CSAT,patricia.lima,Estou recebendo erro 500 ao tentar salvar.,2025-12-28 10:16:34
CSAT,camila.souza,"O sistema esta fora do ar desde cedo, precisamos de retorno. Ticket 60374.",2025-12-28 10:36:46
NPS,ana.elias,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-12-28 15:02:27
NPS,diego.mendes,Parabens pelas melhorias de seguranca. Preciso de retorno urgente.,2025-12-28 16:59:08
NPS,laura.ferreira,Qual versao contem a correcao do problema?,2025-12-29 03:22:48
BOT,patricia.dias,O suporte foi muito prestativo e claro. Preciso de retorno urgente.,2025-12-29 09:20:57
BuzzMonitor,gustavo.souza,"O processo de pagamento ficou mais simples, ajudou muito.",2025-12-29 14:25:14
NPS,ana.dias,Tem atalho para acessar relatorios mais rapido?,2025-12-29 15:25:08
CSAT,ana.silva,"Relatorios agora carregam rapido, excelente. Preciso de retorno urgente.",2025-12-29 16:45:56
BOT,mariana.lima,"Muito bom ter 2FA, aumentou a seguranca.",2025-12-29 16:58:08
BOT,camila.souza,"A equipe acompanhou a implantacao, foi tranquilo.",2025-12-29 17:17:53
CSAT,fernanda.pereira,Vocês tem exemplo de payload para webhooks? Preciso de retorno urgente.,2025-12-30 01:42:41
BuzzMonitor,ana.correa,A autenticacao em dois fatores nao funciona. Ticket 96278.,2025-12-30 13:50:48
NPS,leonardo.gomes,A documentacao esta desatualizada.,2025-12-30 14:02:23
BOT,lucas.ferreira,"Preciso atualizar o responsavel do contrato, com quem falo?",2025-12-30 18:27:27
BuzzMonitor,bruno.barbosa,Os dados do CRM estao vindo incompletos na integracao.,2025-12-30 20:34:07
BOT,juliana.ferreira,"A performance melhorou muito, ta voando.",2025-12-30 20:48:09
BuzzMonitor,mario.silva,Preciso de um relatorio de cobranca do mes.,2025-12-31 02:49:53
