origem,usuario,mensagem,data,sentimentalidade,categoria
CSAT,beatriz.lima,A experiencia poderia ser melhor em dispositivos moveis.,2025-11-22 04:53:43,NEUTRA,FEEDBACK GERAL
BuzzMonitor,diego.lima,A documentacao esta desatualizada.,2025-11-22 08:05:07,NEUTRA,TREINAMENTO/ONBOARDING
CSAT,mariana.dias,Onde vejo o log de auditoria?,2025-11-22 12:46:00,NEUTRA,FEEDBACK GERAL
CSAT,juliana.teixeira,Como gero um token de API?,2025-11-22 16:46:45,NEUTRA,API/AUTENTICACAO
BuzzMonitor,rafael.nascimento,Hoje o sistema esta super rapido e sem quedas.,2025-11-22 18:05:21,POSITIVA,API/AUTENTICACAO
NPS,vitor.rocha,"A API esta bem documentada, consegui integrar rapido.",2025-11-22 21:53:33,POSITIVA,API/AUTENTICACAO
BuzzMonitor,gustavo.lima,Os tutoriais ajudaram muito a comecar.,2025-11-22 23:08:17,NEUTRA,FEEDBACK GERAL
CSAT,carla.gomes,"As dicas na tela ajudam bastante, parabens.",2025-11-23 05:09:15,NEUTRA,FEEDBACK GERAL
BOT,juliana.silva,Fiquei perdido na configuracao inicial.,2025-11-23 16:14:45,NEUTRA,FINANCEIRO
CSAT,beatriz.pereira,Sinto falta de um relatorio mais completo.,2025-11-23 16:22:50,NEUTRA,FEEDBACK GERAL
BuzzMonitor,bruno.silva,"Estou sem retorno ha dias, isso prejudica o trabalho. Preciso de retorno urgente.",2025-11-23 19:42:52,NEGATIVA,SUPORTE/ATENDIMENTO
CSAT,juliana.araujo,Quero entender como funciona o calculo de impostos.,2025-11-24 04:21:46,NEUTRA,FEEDBACK GERAL
BuzzMonitor,fernanda.barbosa,"A fatura veio com reajuste sem aviso, podem verificar?",2025-11-24 05:37:58,NEUTRA,FINANCEIRO
CSAT,patricia.ferreira,A integracao com o ERP nao esta sincronizando.,2025-11-24 09:32:17,NEUTRA,FEEDBACK GERAL
BOT,ana.pereira,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-11-24 10:02:04,NEGATIVA,SUPORTE/ATENDIMENTO
BuzzMonitor,leonardo.nascimento,Os dados do CRM estao vindo incompletos na integracao. Preciso de retorno urgente.,2025-11-24 11:58:33,NEGATIVA,FEEDBACK GERAL
CSAT,camila.carvalho,"A busca ficou instantanea, parabens.",2025-11-24 14:25:16,NEUTRA,FEEDBACK GERAL
NPS,beatriz.mendes,A nova interface ficou bem mais intuitiva.,2025-11-24 19:15:35,NEUTRA,FEEDBACK GERAL
BuzzMonitor,bruno.gomes,Tem alguma previsao para corrigir a exportacao?,2025-11-25 01:09:32,NEUTRA,FEEDBACK GERAL
NPS,gustavo.araujo,O sistema duplica registros ao importar.,2025-11-25 01:35:09,NEUTRA,FEEDBACK GERAL
CSAT,fernanda.elias,"Gostei do novo painel financeiro, bem mais claro.",2025-11-25 04:20:23,NEUTRA,FEEDBACK GERAL
BuzzMonitor,fernanda.pereira,Gostaria de entender o roadmap de funcionalidades.,2025-11-25 08:59:21,NEUTRA,FEATURE REQUEST
CSAT,diego.barbosa,"A performance melhorou muito, ta voando. Preciso de retorno urgente.",2025-11-25 11:06:46,NEGATIVA,FEEDBACK GERAL
CSAT,beatriz.dias,Os webhooks estao super estaveis agora.,2025-11-25 12:59:01,NEUTRA,FEEDBACK GERAL
BOT,carla.pereira,A documentacao e bem completa.,2025-11-26 01:05:14,NEUTRA,TREINAMENTO/ONBOARDING
NPS,ana.araujo,"O time de CS acompanhou ate a solucao, show.",2025-11-26 01:23:41,POSITIVA,FEEDBACK GERAL
NPS,rafael.nascimento,Tenho uma sugestao de melhoria para o produto.,2025-11-26 04:08:10,NEUTRA,FEATURE REQUEST
BuzzMonitor,ana.nascimento,A tela nao e intuitiva e acaba atrapalhando.,2025-11-26 04:51:00,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.oliveira,Onde vejo o log de auditoria? Preciso de retorno urgente.,2025-11-26 08:14:31,NEGATIVA,FEEDBACK GERAL
CSAT,isabela.almeida,No geral estou bem satisfeito com a plataforma.,2025-11-26 14:25:03,NEUTRA,FEEDBACK GERAL
NPS,ana.mendes,A autenticacao em dois fatores nao funciona.,2025-11-27 01:01:20,NEGATIVA,API/AUTENTICACAO
CSAT,patricia.dias,Nao consigo atualizar meus dados de pagamento no sistema.,2025-11-27 05:41:24,NEUTRA,FINANCEIRO
BOT,rafael.rocha,O menu mudou e agora ficou pior de usar.,2025-11-27 09:33:00,NEUTRA,FEEDBACK GERAL
CSAT,diego.araujo,A integracao gera erro ao sincronizar e para no meio.,2025-11-27 12:48:25,NEGATIVA,BUGS
CSAT,laura.mendes,No geral estou bem satisfeito com a plataforma.,2025-11-27 14:15:05,NEUTRA,FEEDBACK GERAL
NPS,carla.silva,A integracao gera erro ao sincronizar e para no meio.,2025-11-27 16:05:24,NEGATIVA,BUGS
BuzzMonitor,vitor.rocha,Muitos cliques para fazer uma tarefa simples.,2025-11-27 17:03:37,NEUTRA,FEEDBACK GERAL
NPS,rafael.ribeiro,Nao consigo atualizar meus dados de pagamento no sistema.,2025-11-27 17:27:36,NEUTRA,FINANCEIRO
BuzzMonitor,laura.teixeira,"Estou vendo lentidao em alguns horarios, e esperado?",2025-11-27 18:28:06,NEUTRA,FEEDBACK GERAL
NPS,bruno.souza,As telas estao com lentidao em horario comercial.,2025-11-27 19:01:40,NEUTRA,FEEDBACK GERAL
BOT,isabela.elias,O fluxo de cadastro esta muito melhor.,2025-11-28 19:10:29,NEUTRA,FEEDBACK GERAL
NPS,leonardo.silva,O atendente nao entendeu o problema e encerrou o ticket.,2025-11-28 21:27:41,NEGATIVA,BUGS
NPS,laura.araujo,"As dicas na tela ajudam bastante, parabens.",2025-11-29 10:03:21,NEUTRA,FEEDBACK GERAL
CSAT,fernanda.elias,A tela nao e intuitiva e acaba atrapalhando.,2025-11-29 11:51:49,NEUTRA,FEEDBACK GERAL
BOT,vitor.pereira,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-11-29 15:59:24,NEGATIVA,FINANCEIRO
NPS,leonardo.ferreira,O botao de salvar nao responde na tela de cadastro. Preciso de retorno urgente.,2025-11-29 18:05:47,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,isabela.mendes,Depois do patch nao ocorre mais duplicacao na importacao.,2025-11-29 21:20:56,NEUTRA,FEEDBACK GERAL
BOT,juliana.souza,O onboarding foi confuso e faltou treinamento.,2025-11-29 21:21:57,POSITIVA,FINANCEIRO
NPS,bruno.souza,A integracao com o ERP nao esta sincronizando. Preciso de retorno urgente. Ticket 22776.,2025-11-30 04:07:01,NEGATIVA,SUPORTE/ATENDIMENTO
CSAT,beatriz.ribeiro,Vocês tiveram alguma manutencao programada hoje?,2025-11-30 04:24:49,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mario.lima,Ficou travando e desconectando toda hora.,2025-11-30 04:46:10,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BOT,rafael.teixeira,Nao consigo atualizar meus dados de pagamento no sistema.,2025-11-30 12:13:29,NEUTRA,FINANCEIRO
BuzzMonitor,beatriz.souza,A correcao do filtro resolveu meu problema. Preciso de retorno urgente. Ticket 34670.,2025-11-30 14:34:20,NEGATIVA,SUPORTE/ATENDIMENTO
CSAT,beatriz.araujo,Ficou travando e desconectando toda hora. Preciso de retorno urgente.,2025-11-30 21:03:11,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,beatriz.ferreira,Ficou travando e desconectando toda hora.,2025-12-01 01:05:29,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,juliana.elias,Sinto falta de um relatorio mais completo.,2025-12-01 02:31:32,NEUTRA,FEEDBACK GERAL
NPS,thiago.martins,A exportacao para contabilidade funcionou de primeira. Preciso de retorno urgente.,2025-12-01 03:07:04,NEUTRA,FEEDBACK GERAL
CSAT,thiago.araujo,A experiencia poderia ser melhor em dispositivos moveis.,2025-12-01 05:14:23,NEUTRA,FEEDBACK GERAL
NPS,laura.martins,"As dicas na tela ajudam bastante, parabens.",2025-12-01 07:09:32,NEUTRA,FEEDBACK GERAL
BOT,leonardo.dias,O tempo de resposta da API aumentou bastante. Preciso de retorno urgente.,2025-12-01 17:49:57,NEGATIVA,API/AUTENTICACAO
BOT,mariana.dias,Resposta rapida e com orientacao completa. Preciso de retorno urgente.,2025-12-01 20:23:03,NEGATIVA,API/AUTENTICACAO
CSAT,carla.teixeira,Posso enviar logs para ajudar a investigar?,2025-12-02 00:21:19,NEUTRA,FEEDBACK GERAL
NPS,beatriz.gomes,A ferramenta esta ajudando muito nosso dia a dia.,2025-12-02 04:31:39,NEUTRA,FEEDBACK GERAL
NPS,beatriz.almeida,Muitos cliques para fazer uma tarefa simples. Preciso de retorno urgente.,2025-12-02 07:10:40,NEGATIVA,FEEDBACK GERAL
CSAT,joao.oliveira,Acho que a comunicacao de mudancas poderia melhorar.,2025-12-02 07:49:40,NEUTRA,FEEDBACK GERAL
BuzzMonitor,leonardo.almeida,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-12-02 09:52:22,NEGATIVA,SUPORTE/ATENDIMENTO
NPS,carla.elias,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-12-02 10:26:12,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,camila.mendes,Os webhooks estao super estaveis agora.,2025-12-02 13:32:11,NEUTRA,FEEDBACK GERAL
BOT,juliana.barbosa,"O sistema esta fora do ar desde cedo, precisamos de retorno. Ticket 60351.",2025-12-02 14:35:27,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,bruno.araujo,Quando tento exportar CSV ele vem vazio. Preciso de retorno urgente.,2025-12-02 15:18:40,NEGATIVA,FEEDBACK GERAL
BOT,juliana.carvalho,"Adorei as novas funcionalidades, muito util.",2025-12-03 01:05:30,NEUTRA,FEEDBACK GERAL
CSAT,diego.oliveira,O atendimento foi rude e nao ajudou.,2025-12-03 11:22:17,NEUTRA,SUPORTE/ATENDIMENTO
BOT,vitor.martins,A experiencia poderia ser melhor em dispositivos moveis. Preciso de retorno urgente. Ticket 85937.,2025-12-03 16:27:27,NEGATIVA,SUPORTE/ATENDIMENTO
CSAT,mario.oliveira,"O processo de pagamento ficou mais simples, ajudou muito.",2025-12-04 02:10:40,NEUTRA,FINANCEIRO
CSAT,mario.teixeira,A exportacao para contabilidade funcionou de primeira.,2025-12-04 14:27:58,POSITIVA,FEEDBACK GERAL
NPS,isabela.pereira,"A equipe acompanhou a implantacao, foi tranquilo.",2025-12-04 15:33:45,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mariana.oliveira,A experiencia de uso evoluiu muito.,2025-12-04 17:16:30,NEUTRA,FEEDBACK GERAL
CSAT,ana.correa,"Produto excelente, atende bem nossas necessidades.",2025-12-04 23:22:16,POSITIVA,FEEDBACK GERAL
BuzzMonitor,camila.oliveira,Sinto falta de um relatorio mais completo.,2025-12-05 01:26:00,NEUTRA,FEEDBACK GERAL
CSAT,carla.barbosa,"Nao carrega a tela inicial, fica em loading infinito.",2025-12-05 05:41:01,NEUTRA,FINANCEIRO
BOT,leonardo.souza,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-12-05 14:01:29,NEGATIVA,FINANCEIRO
NPS,rafael.araujo,A tela nao e intuitiva e acaba atrapalhando.,2025-12-05 15:21:35,NEUTRA,FEEDBACK GERAL
CSAT,leonardo.silva,Parece que um usuario acessou dados que nao deveria. Preciso de retorno urgente. Ticket 76088.,2025-12-06 01:42:13,NEGATIVA,SUPORTE/ATENDIMENTO
NPS,leonardo.dias,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-12-06 05:05:23,NEGATIVA,FINANCEIRO
BuzzMonitor,vitor.rocha,"Gostei do controle de permissoes, bem completo.",2025-12-06 06:35:57,NEUTRA,FEEDBACK GERAL
CSAT,rafael.martins,Consigo abrir um chamado para esse comportamento? Preciso de retorno urgente.,2025-12-06 08:10:53,NEGATIVA,SUPORTE/ATENDIMENTO
NPS,camila.lima,O cancelamento foi cobrado mesmo depois de eu solicitar. Preciso de retorno urgente.,2025-12-06 11:21:37,NEGATIVA,FEEDBACK GERAL
CSAT,laura.barbosa,Consigo abrir um chamado para esse comportamento?,2025-12-06 21:47:09,NEUTRA,SUPORTE/ATENDIMENTO
NPS,mariana.rocha,A busca demora demais e trava o navegador.,2025-12-07 03:38:37,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,rafael.silva,Os webhooks estao super estaveis agora. Preciso de retorno urgente.,2025-12-07 07:10:13,NEGATIVA,FEEDBACK GERAL
CSAT,mario.dias,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-12-07 10:27:28,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,carla.almeida,Tem trilha de treinamento para novos usuarios?,2025-12-07 22:33:39,NEUTRA,TREINAMENTO/ONBOARDING
CSAT,gustavo.lima,"Muito bom ter 2FA, aumentou a seguranca. Preciso de retorno urgente.",2025-12-08 01:11:58,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mario.rocha,O botao de salvar nao responde na tela de cadastro.,2025-12-08 03:59:07,NEUTRA,FEEDBACK GERAL
NPS,juliana.barbosa,Tem SSO com Azure AD?,2025-12-08 11:54:53,NEUTRA,FEEDBACK GERAL
CSAT,bruno.araujo,"Gostei do novo painel financeiro, bem mais claro.",2025-12-08 15:31:39,NEUTRA,FEEDBACK GERAL
NPS,camila.teixeira,Muitos cliques para fazer uma tarefa simples.,2025-12-08 21:17:16,NEUTRA,FEEDBACK GERAL
CSAT,mariana.barbosa,"Produto excelente, atende bem nossas necessidades.",2025-12-09 02:05:07,POSITIVA,FEEDBACK GERAL
CSAT,vitor.nascimento,As mensagens de erro não explicam o que fazer.,2025-12-09 02:32:17,NEGATIVA,BUGS
NPS,mario.teixeira,"Adorei as novas funcionalidades, muito util.",2025-12-09 03:23:46,NEUTRA,FEEDBACK GERAL
BuzzMonitor,camila.nascimento,Tem alguma previsao para corrigir a exportacao?,2025-12-09 07:23:40,NEUTRA,FEEDBACK GERAL
NPS,gustavo.ribeiro,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-12-09 15:59:59,NEUTRA,FEEDBACK GERAL
NPS,lucas.mendes,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-12-09 16:24:12,NEUTRA,SUPORTE/ATENDIMENTO
NPS,patricia.lima,Qual politica de retencao de logs? Ticket 28931.,2025-12-09 19:34:32,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,beatriz.pereira,Qual o tempo medio de resposta esperado?,2025-12-09 20:24:13,NEUTRA,FEEDBACK GERAL
CSAT,bruno.oliveira,A API esta bem mais rapida nessa versao.,2025-12-09 21:44:04,NEUTRA,API/AUTENTICACAO
CSAT,mariana.teixeira,O botao de salvar nao responde na tela de cadastro.,2025-12-10 00:08:47,NEUTRA,FEEDBACK GERAL
BuzzMonitor,fernanda.carvalho,O menu mudou e agora ficou pior de usar.,2025-12-10 03:35:20,NEUTRA,FEEDBACK GERAL
CSAT,isabela.almeida,Tem alguma previsao para corrigir a exportacao? Preciso de retorno urgente. Ticket 29416.,2025-12-10 03:46:19,NEGATIVA,SUPORTE/ATENDIMENTO
CSAT,carla.elias,A experiencia de uso evoluiu muito.,2025-12-10 07:21:01,NEUTRA,FEEDBACK GERAL
CSAT,lucas.souza,Os webhooks estao super estaveis agora.,2025-12-10 10:39:34,NEUTRA,FEEDBACK GERAL
NPS,mario.silva,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-12-10 12:30:23,NEGATIVA,FINANCEIRO
BuzzMonitor,rafael.almeida,Tenho uma sugestao de melhoria para o produto.,2025-12-10 12:37:19,NEUTRA,FEATURE REQUEST
BOT,gustavo.araujo,Qual versao contem a correcao do problema? Preciso de retorno urgente.,2025-12-10 13:20:49,NEGATIVA,FEEDBACK GERAL
CSAT,vitor.oliveira,Como gero um token de API?,2025-12-10 16:47:38,NEUTRA,API/AUTENTICACAO
NPS,vitor.mendes,Tem trilha de treinamento para novos usuarios?,2025-12-10 18:41:53,NEUTRA,TREINAMENTO/ONBOARDING
NPS,laura.rocha,"A navegacao esta confusa, nao acho as configuracoes.",2025-12-10 20:38:51,NEUTRA,FINANCEIRO
CSAT,gustavo.teixeira,Ficou travando e desconectando toda hora. Preciso de retorno urgente.,2025-12-10 21:00:30,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,juliana.rocha,"A sincronizacao ficou consistente, obrigado.",2025-12-11 11:14:06,POSITIVA,FEEDBACK GERAL
CSAT,juliana.rocha,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-12-11 11:52:22,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BOT,juliana.araujo,A API esta retornando 401 mesmo com token valido.,2025-12-11 13:02:30,NEGATIVA,API/AUTENTICACAO
CSAT,isabela.lima,A experiencia poderia ser melhor em dispositivos moveis.,2025-12-11 17:33:07,NEUTRA,FEEDBACK GERAL
CSAT,gustavo.gomes,O reset de senha falha e nao chega email.,2025-12-11 17:43:46,NEGATIVA,BUGS
NPS,ana.carvalho,"Estou sem retorno ha dias, isso prejudica o trabalho.",2025-12-11 20:31:04,NEGATIVA,SUPORTE/ATENDIMENTO
BOT,mariana.martins,"As dicas na tela ajudam bastante, parabens. Preciso de retorno urgente.",2025-12-13 04:11:35,NEGATIVA,FEEDBACK GERAL
NPS,carla.elias,Fui transferido varias vezes e nao resolveram.,2025-12-13 11:42:58,NEUTRA,FEEDBACK GERAL
NPS,isabela.mendes,Os tutoriais nao cobrem o que eu preciso.,2025-12-14 03:26:05,NEUTRA,FEEDBACK GERAL
CSAT,thiago.correa,"A sincronizacao ficou consistente, obrigado.",2025-12-14 04:33:10,POSITIVA,FEEDBACK GERAL
NPS,beatriz.ferreira,O bloqueio por IP facilitou nossa politica interna. Preciso de retorno urgente.,2025-12-14 06:07:31,NEGATIVA,FEEDBACK GERAL
NPS,thiago.souza,Estou recebendo erro 500 ao tentar salvar.,2025-12-14 07:25:37,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,ana.gomes,"Gostei do controle de permissoes, bem completo.",2025-12-14 14:29:32,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.martins,A tela nao e intuitiva e acaba atrapalhando.,2025-12-14 14:59:41,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mario.nascimento,"A performance melhorou muito, ta voando.",2025-12-14 16:30:15,NEUTRA,FEEDBACK GERAL
CSAT,patricia.souza,A documentacao esta desatualizada. Preciso de retorno urgente.,2025-12-14 19:28:16,NEGATIVA,TREINAMENTO/ONBOARDING
NPS,carla.barbosa,"O time de CS acompanhou ate a solucao, show.",2025-12-14 20:32:13,POSITIVA,FEEDBACK GERAL
BuzzMonitor,bruno.souza,Tem atalho para acessar relatorios mais rapido?,2025-12-15 04:15:19,POSITIVA,API/AUTENTICACAO
NPS,carla.araujo,A experiencia de uso evoluiu muito.,2025-12-15 04:38:25,NEUTRA,FEEDBACK GERAL
NPS,diego.araujo,A integracao gera erro ao sincronizar e para no meio.,2025-12-15 04:49:32,NEGATIVA,BUGS
NPS,juliana.souza,A integracao com o gateway de pagamento caiu. Preciso de retorno urgente.,2025-12-15 11:43:58,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BOT,thiago.elias,Existe cache para relatorios? Ticket 78835.,2025-12-15 15:04:20,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,diego.araujo,"A performance melhorou muito, ta voando.",2025-12-16 02:15:21,NEUTRA,FEEDBACK GERAL
NPS,thiago.rocha,"Gostei do novo painel financeiro, bem mais claro.",2025-12-16 02:26:05,NEUTRA,FEEDBACK GERAL
NPS,isabela.martins,Quero entender como funciona o calculo de impostos.,2025-12-16 09:29:57,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mariana.gomes,Quero entender como funciona o calculo de impostos.,2025-12-16 10:19:53,NEUTRA,FEEDBACK GERAL
BOT,carla.carvalho,O suporte demorou muito para responder meu chamado.,2025-12-16 14:45:26,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,ana.araujo,"Produto excelente, atende bem nossas necessidades.",2025-12-16 15:11:01,POSITIVA,FEEDBACK GERAL
CSAT,mariana.carvalho,A disponibilidade melhorou bastante essa semana.,2025-12-16 16:50:58,NEUTRA,FEEDBACK GERAL
BuzzMonitor,lucas.almeida,"A fatura veio com reajuste sem aviso, podem verificar? Preciso de retorno urgente.",2025-12-16 21:54:29,NEGATIVA,FINANCEIRO
BuzzMonitor,laura.pereira,O filtro nao funciona e retorna resultados errados.,2025-12-17 13:21:48,NEGATIVA,FEEDBACK GERAL
BOT,camila.ribeiro,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-12-17 15:27:25,NEUTRA,BUGS
BuzzMonitor,rafael.elias,O onboarding foi confuso e faltou treinamento.,2025-12-17 15:57:48,POSITIVA,FINANCEIRO
BuzzMonitor,vitor.ferreira,"A performance melhorou muito, ta voando. Preciso de retorno urgente.",2025-12-17 18:57:22,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,bruno.almeida,Quero falar com um especialista em integracoes.,2025-12-17 23:24:50,NEUTRA,FEEDBACK GERAL
BOT,gustavo.teixeira,A integracao suporta ambientes de teste? Preciso de retorno urgente.,2025-12-18 01:13:29,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,beatriz.barbosa,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-12-18 01:39:05,NEUTRA,FEEDBACK GERAL
CSAT,mario.silva,Qual o limite de requisicoes por minuto na API?,2025-12-18 05:34:47,NEUTRA,API/AUTENTICACAO
NPS,vitor.elias,"O time de CS acompanhou ate a solucao, show.",2025-12-18 13:08:45,POSITIVA,FEEDBACK GERAL
CSAT,isabela.ribeiro,Nao consegui importar meus dados iniciais. Preciso de retorno urgente. Ticket 18834.,2025-12-18 15:07:34,NEGATIVA,SUPORTE/ATENDIMENTO
NPS,rafael.gomes,Os logs de auditoria ajudaram bastante. Ticket 51755.,2025-12-18 18:49:23,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,camila.pereira,"O time de CS acompanhou ate a solucao, show.",2025-12-18 19:26:21,POSITIVA,FEEDBACK GERAL
CSAT,thiago.ribeiro,Sinto falta de um relatorio mais completo.,2025-12-19 04:24:21,NEUTRA,FEEDBACK GERAL
NPS,laura.ferreira,Importacao muito mais eficiente agora.,2025-12-19 04:29:55,NEUTRA,FEEDBACK GERAL
CSAT,mario.gomes,"As dicas na tela ajudam bastante, parabens.",2025-12-19 10:35:12,NEUTRA,FEEDBACK GERAL
CSAT,carla.lima,O suporte demorou muito para responder meu chamado.,2025-12-19 15:25:01,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,joao.ribeiro,Como gero um token de API? Preciso de retorno urgente.,2025-12-20 03:39:21,NEGATIVA,API/AUTENTICACAO
CSAT,vitor.ribeiro,Qual o SLA de atendimento para meu plano?,2025-12-20 09:23:23,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,bruno.oliveira,A autenticacao em dois fatores nao funciona.,2025-12-20 23:43:40,NEGATIVA,API/AUTENTICACAO
NPS,camila.barbosa,Vocês tem exemplo de payload para webhooks?,2025-12-21 00:42:54,NEUTRA,FEEDBACK GERAL
NPS,camila.oliveira,"A busca ficou instantanea, parabens. Ticket 29669.",2025-12-21 03:16:09,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,diego.barbosa,Posso enviar logs para ajudar a investigar?,2025-12-21 05:25:52,NEUTRA,FEEDBACK GERAL
CSAT,rafael.gomes,Nao consegui importar meus dados iniciais.,2025-12-21 08:01:17,NEUTRA,FEEDBACK GERAL
BOT,patricia.barbosa,O menu mudou e agora ficou pior de usar.,2025-12-21 09:39:35,NEUTRA,FEEDBACK GERAL
NPS,beatriz.almeida,"Relatorios agora carregam rapido, excelente.",2025-12-21 10:16:45,POSITIVA,API/AUTENTICACAO
BuzzMonitor,beatriz.gomes,Onde vejo o log de auditoria? Ticket 36489.,2025-12-21 17:04:29,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,diego.rocha,A tela nao e intuitiva e acaba atrapalhando.,2025-12-21 17:06:27,NEUTRA,FEEDBACK GERAL
BuzzMonitor,juliana.ferreira,Os dados do CRM estao vindo incompletos na integracao.,2025-12-21 20:48:40,NEUTRA,FEEDBACK GERAL
CSAT,camila.teixeira,Gostaria de entender o roadmap de funcionalidades.,2025-12-22 02:50:14,NEUTRA,FEATURE REQUEST
CSAT,joao.lima,A experiencia poderia ser melhor em dispositivos moveis.,2025-12-22 09:40:02,NEUTRA,FEEDBACK GERAL
CSAT,diego.barbosa,O botao de salvar nao responde na tela de cadastro.,2025-12-22 13:00:55,NEUTRA,FEEDBACK GERAL
CSAT,isabela.nascimento,"A performance melhorou muito, ta voando.",2025-12-22 18:58:06,NEUTRA,FEEDBACK GERAL
NPS,vitor.silva,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-12-22 20:30:03,NEUTRA,SUPORTE/ATENDIMENTO
BOT,diego.carvalho,A busca demora demais e trava o navegador.,2025-12-23 00:14:15,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BOT,mariana.barbosa,O botao de salvar nao responde na tela de cadastro.,2025-12-23 02:07:18,NEUTRA,FEEDBACK GERAL
BuzzMonitor,rafael.araujo,O reset de senha falha e nao chega email.,2025-12-23 04:20:40,NEGATIVA,BUGS
